vehicle_type,fault_code,vehicle_age_months,mileage_km,prior_services,technician_notes,replaced_part,root_cause
ICE,P0507,16,6744,0,"No prior complaints, code triggered during diagnostic scan. throttle body dirty confirmed on teardown.",Throttle body,Throttle body dirty
ICE,P0620,27,18310,1,"No prior complaints, code triggered during diagnostic scan. alternator fault confirmed on teardown.",Alternator,Alternator fault
ICE,P0120,7,13355,2,"No prior complaints, code triggered during diagnostic scan. wiring harness fault confirmed on teardown.",Wiring harness,Wiring harness fault
Scooter,P0115,2,34727,3,"Customer reported power loss on acceleration. Checked wiring harness, found issue consistent with wiring harness fault.",Wiring harness,Wiring harness fault
EV,EV0204,55,13379,2,Routine service flagged unusual noise. Root cause traced to coolant pump fault.,Coolant pump,Coolant pump fault
ICE,P0562,13,20694,3,Bike came in with unusual noise. battery voltage low suspected after inspection.,12V battery,Battery voltage low
Scooter,P0563,42,30422,4,Routine service flagged unusual noise. Root cause traced to voltage regulator fault.,Voltage regulator,Voltage regulator fault
Scooter,P0440,10,10510,1,"No prior complaints, code triggered during diagnostic scan. evap purge valve fault confirmed on teardown.",EVAP purge valve,EVAP purge valve fault
EV,P0A80,1,58344,6,"No prior complaints, code triggered during diagnostic scan. cell voltage imbalance confirmed on teardown.",Battery module,Cell voltage imbalance
ICE,P0191,19,10802,0,Routine service flagged slow charging. Root cause traced to fuel pressure sensor fault.,Fuel pressure sensor,Fuel pressure sensor fault
ICE,P0171,22,30797,3,"No prior complaints, code triggered during diagnostic scan. vacuum leak confirmed on teardown.",Vacuum hose,Vacuum leak
ICE,P0135,59,6068,1,Routine service flagged rough idling. Root cause traced to o2 sensor heater fault.,O2 sensor,O2 sensor heater fault
Scooter,P0730,17,51636,5,"No prior complaints, code triggered during diagnostic scan. wiring harness fault confirmed on teardown.",Wiring harness,Wiring harness fault
EV,EV0101,59,22579,1,"Customer reported warning light on dash. Checked thermal sensor, found issue consistent with thermal sensor fault.",Thermal sensor,Thermal sensor fault
Scooter,P0715,5,1234,0,"No prior complaints, code triggered during diagnostic scan. wiring harness fault confirmed on teardown.",Wiring harness,Wiring harness fault
ICE,P0335,20,26374,3,Bike came in with power loss on acceleration. wiring harness fault suspected after inspection.,Wiring harness,Wiring harness fault
Scooter,P0455,16,5435,0,"Customer reported unusual noise. Checked evap hose/canister, found issue consistent with evap system leak.",EVAP hose/canister,EVAP system leak
ICE,P0171,2,49342,6,"Customer reported reduced range. Checked vacuum hose, found issue consistent with vacuum leak.",Vacuum hose,Vacuum leak
ICE,P0505,57,17040,1,"Customer reported unusual noise. Checked idle air control valve, found issue consistent with idle air control valve fault.",Idle air control valve,Idle air control valve fault
Scooter,P0507,56,45022,4,"No prior complaints, code triggered during diagnostic scan. idle air control valve fault confirmed on teardown.",Idle air control valve,Idle air control valve fault
EV,EV0310,48,38854,5,Routine service flagged battery draining fast. Root cause traced to onboard charger fault.,Onboard charger,Onboard charger fault
ICE,P0420,7,7495,0,"Customer reported reduced range. Checked exhaust gasket, found issue consistent with exhaust leak.",Exhaust gasket,Exhaust leak
Scooter,P0455,33,59363,7,"No prior complaints, code triggered during diagnostic scan. evap system leak confirmed on teardown.",EVAP hose/canister,EVAP system leak
ICE,P0100,33,53904,6,Bike came in with rough idling. wiring harness fault suspected after inspection.,Wiring harness,Wiring harness fault
Scooter,P0700,37,36142,4,"Customer reported rough idling. Checked gear sensor, found issue consistent with gear sensor fault.",Gear sensor,Gear sensor fault
ICE,P0172,12,54361,6,Routine service flagged power loss on acceleration. Root cause traced to fuel pressure regulator fault.,Fuel pressure regulator,Fuel pressure regulator fault
Scooter,P0715,5,2637,0,"Customer reported battery draining fast. Checked input speed sensor, found issue consistent with input speed sensor fault.",Input speed sensor,Input speed sensor fault
Scooter,P0105,10,19005,1,Bike came in with power loss on acceleration. wiring harness fault suspected after inspection.,Wiring harness,Wiring harness fault
ICE,P0442,10,54615,7,Bike came in with warning light on dash. evap system leak suspected after inspection.,EVAP hose/canister,EVAP system leak
EV,EV0102,53,9693,1,"Customer reported slow charging. Checked wiring harness, found issue consistent with wiring harness fault.",Wiring harness,Wiring harness fault
EV,EV0101,14,1230,0,Bike came in with reduced range. battery cell imbalance suspected after inspection.,Battery module,Battery cell imbalance
Scooter,P0304,20,8218,0,Bike came in with unusual noise. fuel injector clog suspected after inspection.,Fuel injector,Fuel injector clog
ICE,P0420,56,14536,1,"Customer reported reduced range. Checked catalytic converter, found issue consistent with catalytic converter worn.",Catalytic converter,Catalytic converter worn
Scooter,P0335,55,38809,3,"No prior complaints, code triggered during diagnostic scan. wiring harness fault confirmed on teardown.",Wiring harness,Wiring harness fault
Scooter,P0100,46,1367,0,Routine service flagged power loss on acceleration. Root cause traced to maf sensor dirty.,MAF sensor,MAF sensor dirty
Scooter,P0135,26,4476,1,"Customer reported slow charging. Checked wiring harness, found issue consistent with wiring harness fault.",Wiring harness,Wiring harness fault
Scooter,P0620,59,54922,5,"No prior complaints, code triggered during diagnostic scan. alternator fault confirmed on teardown.",Alternator,Alternator fault
Scooter,P0440,27,54907,5,"No prior complaints, code triggered during diagnostic scan. evap system leak confirmed on teardown.",EVAP hose/canister,EVAP system leak
Scooter,P0130,6,26411,3,Bike came in with battery draining fast. oxygen sensor fault suspected after inspection.,O2 sensor,Oxygen sensor fault
Scooter,P0191,41,49088,7,"No prior complaints, code triggered during diagnostic scan. fuel pressure sensor fault confirmed on teardown.",Fuel pressure sensor,Fuel pressure sensor fault
ICE,P0302,51,30954,2,"No prior complaints, code triggered during diagnostic scan. spark plug worn confirmed on teardown.",Spark plug,Spark plug worn
Scooter,P0720,29,59351,7,"No prior complaints, code triggered during diagnostic scan. output speed sensor fault confirmed on teardown.",Output speed sensor,Output speed sensor fault
Scooter,P0480,50,6498,1,Routine service flagged unusual noise. Root cause traced to cooling fan fault.,Cooling fan,Cooling fan fault
ICE,P0562,6,19086,3,"No prior complaints, code triggered during diagnostic scan. wiring corrosion confirmed on teardown.",Wiring harness,Wiring corrosion
ICE,P0300,4,17142,2,Routine service flagged reduced range. Root cause traced to spark plug worn.,Spark plug,Spark plug worn
Scooter,P0304,42,15972,0,"Customer reported battery draining fast. Checked fuel injector, found issue consistent with fuel injector clog.",Fuel injector,Fuel injector clog
ICE,P0620,7,3120,0,Bike came in with unusual noise. alternator fault suspected after inspection.,Alternator,Alternator fault
ICE,P0420,29,30496,4,Bike came in with unusual noise. catalytic converter worn suspected after inspection.,Catalytic converter,Catalytic converter worn
Scooter,P0720,51,50614,6,Routine service flagged battery draining fast. Root cause traced to wiring harness fault.,Wiring harness,Wiring harness fault
ICE,P0340,47,9276,2,Routine service flagged warning light on dash. Root cause traced to wiring harness fault.,Wiring harness,Wiring harness fault
EV,EV0101,60,34772,5,"Customer reported power loss on acceleration. Checked bms unit, found issue consistent with bms communication fault.",BMS unit,BMS communication fault
EV,EV0412,18,26988,3,Routine service flagged battery draining fast. Root cause traced to hv isolation fault.,HV wiring/insulation,HV isolation fault
Scooter,P0480,45,47588,5,Bike came in with power loss on acceleration. cooling fan fault suspected after inspection.,Cooling fan,Cooling fan fault
ICE,P0442,25,26847,2,"No prior complaints, code triggered during diagnostic scan. evap system leak confirmed on teardown.",EVAP hose/canister,EVAP system leak
EV,EV0412,53,17976,1,"No prior complaints, code triggered during diagnostic scan. hv isolation fault confirmed on teardown.",HV wiring/insulation,HV isolation fault
ICE,P0100,12,59819,7,"Customer reported slow charging. Checked wiring harness, found issue consistent with wiring harness fault.",Wiring harness,Wiring harness fault
ICE,P0100,60,7236,0,"Customer reported battery draining fast. Checked wiring harness, found issue consistent with wiring harness fault.",Wiring harness,Wiring harness fault
ICE,P0135,52,8044,2,Routine service flagged warning light on dash. Root cause traced to o2 sensor heater fault.,O2 sensor,O2 sensor heater fault
Scooter,P0507,22,30356,2,"No prior complaints, code triggered during diagnostic scan. idle air control valve fault confirmed on teardown.",Idle air control valve,Idle air control valve fault
ICE,P0171,49,3527,1,Bike came in with reduced range. maf sensor dirty suspected after inspection.,MAF sensor,MAF sensor dirty
EV,EV0311,19,7968,0,"No prior complaints, code triggered during diagnostic scan. main contactor fault confirmed on teardown.",Main contactor,Main contactor fault
ICE,P0172,16,20693,3,Bike came in with slow charging. fuel pressure regulator fault suspected after inspection.,Fuel pressure regulator,Fuel pressure regulator fault
ICE,P0700,37,50494,5,"No prior complaints, code triggered during diagnostic scan. gear sensor fault confirmed on teardown.",Gear sensor,Gear sensor fault
Scooter,P0563,31,19391,3,"Customer reported battery draining fast. Checked voltage regulator, found issue consistent with voltage regulator fault.",Voltage regulator,Voltage regulator fault
Scooter,P0720,49,33055,3,"Customer reported power loss on acceleration. Checked output speed sensor, found issue consistent with output speed sensor fault.",Output speed sensor,Output speed sensor fault
Scooter,P0720,59,31448,2,"Customer reported rough idling. Checked wiring harness, found issue consistent with wiring harness fault.",Wiring harness,Wiring harness fault
Scooter,P0100,47,21188,1,"No prior complaints, code triggered during diagnostic scan. wiring harness fault confirmed on teardown.",Wiring harness,Wiring harness fault
Scooter,P0340,27,58517,6,"Customer reported slow charging. Checked wiring harness, found issue consistent with wiring harness fault.",Wiring harness,Wiring harness fault
Scooter,P0172,43,13966,2,Bike came in with unusual noise. fuel injector stuck open suspected after inspection.,Fuel injector,Fuel injector stuck open
Scooter,P0505,29,24596,4,"No prior complaints, code triggered during diagnostic scan. throttle body dirty confirmed on teardown.",Throttle body,Throttle body dirty
EV,EV0101,57,17164,1,"Customer reported warning light on dash. Checked bms unit, found issue consistent with bms communication fault.",BMS unit,BMS communication fault
Scooter,P0720,36,40255,6,Bike came in with rough idling. output speed sensor fault suspected after inspection.,Output speed sensor,Output speed sensor fault
ICE,P0440,60,39916,3,Bike came in with reduced range. evap purge valve fault suspected after inspection.,EVAP purge valve,EVAP purge valve fault
EV,EV0310,20,4702,1,Routine service flagged power loss on acceleration. Root cause traced to charging cable fault.,Charging cable,Charging cable fault
Scooter,P0442,7,59213,7,"No prior complaints, code triggered during diagnostic scan. evap system leak confirmed on teardown.",EVAP hose/canister,EVAP system leak
ICE,P0110,1,57444,7,"No prior complaints, code triggered during diagnostic scan. iat sensor fault confirmed on teardown.",IAT sensor,IAT sensor fault
Scooter,P0335,44,24853,3,Routine service flagged power loss on acceleration. Root cause traced to crank position sensor fault.,Crank position sensor,Crank position sensor fault
